coords,reward
"(114.0599781, 22.71701367)",0.3704725205898285
"(114.0610243, 22.54452956)",0.010707326233386993
"(114.0616718, 22.71514949)",0.2897110879421234
"(114.0623859, 22.53116057)",0.2586333155632019
"(114.0631754, 22.6807001)",-0.5592924952507019
"(114.0634154, 22.68906204)",-0.3330376148223877
"(114.0637483, 22.55216982)",0.22010508179664612
"(114.06403, 22.54666939)",0.07273849099874496
"(114.0643918, 22.55527733)",0.3326157331466675
"(114.0643988, 22.55403194)",0.3086841404438019
"(114.0659876, 22.61065996)",-0.1750415563583374
"(114.0661116, 22.63000384)",0.21816161274909973
"(114.0669471, 22.55553846)",0.15404120087623596
"(114.0684317, 22.69558017)",-0.1676439493894577
"(114.0712219, 22.56682833)",-0.213547483086586
"(114.0715953, 22.55467771)",0.3691103756427765
"(114.073012, 22.70707226)",0.513106644153595
"(114.073076, 22.68393215)",-0.671262800693512
"(114.0753508, 22.70962415)",0.4859820604324341
"(114.0777719, 22.73485851)",1.246032476425171
"(114.0779134, 22.56979328)",-0.40487945079803467
"(114.0780156, 22.57132763)",-0.43531835079193115
"(114.0807605, 22.70500271)",0.10449430346488953
"(114.0823155, 22.5451877)",-0.15030266344547272
"(114.082465, 22.54516385)",-0.15696659684181213
"(114.0842199, 22.54441949)",0.02384825237095356
"(114.0848745, 22.54425085)",-0.010678520426154137
"(114.0849932, 22.54461403)",-0.028627732768654823
"(114.0853861, 22.54441321)",-0.045861657708883286
"(114.0854224, 22.54361059)",-0.025383152067661285
"(114.0856351, 22.54412023)",-0.05218822509050369
"(114.0857521, 22.5441043)",-0.05858413130044937
"(114.0998242, 22.57231149)",-0.2960473597049713
"(114.102444, 22.55857648)",-0.33805328607559204
"(114.1040601, 22.54491148)",-0.4968002736568451
"(114.1048375, 22.54540592)",-0.483634352684021
"(114.1049353, 22.54258261)",-0.45122238993644714
"(114.107365, 22.5462345)",-0.44335219264030457
"(114.1080421, 22.57961435)",-0.8660958409309387
"(114.1088838, 22.53541499)",-0.1545991152524948
"(114.1089414, 22.53545213)",-0.1547989547252655
"(114.1092679, 22.53526575)",-0.15235286951065063
"(114.1095657, 22.53584949)",-0.15748856961727142
"(114.1112863, 22.53622536)",-0.506149172782898
"(114.11129, 22.53609711)",-0.5065758228302002
"(114.1113039, 22.53537725)",-0.5392928123474121
"(114.111911, 22.65132165)",-0.5090151429176331
"(114.1162929, 22.60471282)",-0.8106694221496582
"(114.1225418, 22.57070507)",-0.8691115379333496
"(114.1230203, 22.56026403)",-0.7867507338523865
"(114.1239944, 22.56400712)",-0.8306386470794678
"(114.1240989, 22.56965903)",-0.8746563196182251
"(114.1247502, 22.5602589)",-0.8223528861999512
"(114.1293953, 22.55838335)",-0.6915314197540283
"(114.1343512, 22.58000764)",-0.7741064429283142
"(114.1346014, 22.55478391)",-0.8385972380638123
"(114.1347469, 22.560897)",-0.7180401682853699
"(114.2241826, 22.55951638)",-1.258772373199463
